Id,Personnel__c,Personnel__c.Competency__c,Personnel__c.Employee_Type__c,Personnel__c.FirstName,Personnel__c.Id,Personnel__c.LastName,Personnel__c.Name,Personnel__c.Pay_Grade__c,Personnel__c.Retirement__c,Personnel__c.SVC__c,Personnel__c.Title,Project__c,Project__c.BT__c,Project__c.Behind__c,Project__c.Budget_FY18__c,Project__c.Budget_FY19__c,Project__c.Budget_FY20__c,Project__c.Committed__c,Project__c.Completion__c,Project__c.Country__c,Project__c.CreatedDate,Project__c.Estimated_Transition_Date__c,Project__c.Expenditure__c,Project__c.Funding_Type__c,Project__c.G_Organization__c,Project__c.G_Priority__c,Project__c.Id,Project__c.Initiation_Date__c,Project__c.Investment__c,Project__c.LOE__c,Project__c.Name,Project__c.Organization__c,Project__c.PO_Status__c,Project__c.Portfolio__c,Project__c.Remaining__c,Project__c.Resource_Utilization__c,Project__c.State__c,Project__c.Status__c,Project__c.SystemModstamp
a011H00000W6mNQQAZ,0031H00001rEklnQAC,Aerospace Engineer,Contractor,VACANT BILLET,0031H00001rEklnQAC,VACANT BILLET,VACANT BILLET VACANT BILLET,,20,,QUALITY ASSURANCE SPECIALIST (CHEMICALS),a001H00000k7FkQQAU,3,false,55300000,71890000,93457000,27650000,40,Belgium,2018-06-14T17:33:02.000Z,2019-12-21,11060000,6.2,B,High,a001H00000k7FkQQAU,2017-07-13,-18300000,3,Project 252,C5ISRC,Received,Air,16590000,89,,Design,2021-07-05T16:57:16.000Z
a011H00000W6mNRQAZ,0031H00001rEkloQAC,Computer Engineer,Contractor,DENNIS,0031H00001rEkloQAC,WILLIAMS,DENNIS WILLIAMS,,05,,"COMMANDER,  ENERGY EUROPE AND AFRICA",a001H00000k7FkRQAU,3,false,71400000,92820000,120666000,28560000,62,Puerto Rico,2018-06-14T17:33:02.000Z,2019-08-04,14280000,6.6,A,High,a001H00000k7FkRQAU,2017-12-20,-27500000,1,Project 253,ARL,Order Created,Lethality,28560000,65,,Testing,2021-04-19T12:50:32.000Z
a011H00000W6mNSQAZ,0031H00001rEklpQAC,Aerospace Engineer,Contractor,MARCU,0031H00001rEklpQAC,WILSON,MARCU WILSON,,10,,OPERATIONS NCOIC,a001H00000k7FkSQAU,4,false,86900000,112970000,146861000,26070000,63,Djibouti,2018-06-14T17:33:02.000Z,2019-02-07,8690000,6.6,B,High,a001H00000k7FkSQAU,2017-02-27,-28700000,3,Project 254,C5ISRC,Received,Basic Research,52140000,74,,Design,2021-07-05T16:57:16.000Z
a011H00000W6mNTQAZ,0031H00001rEklqQAC,Computer Engineer,Contractor,JOHNATHAN,0031H00001rEklqQAC,WOOD,JOHNATHAN WOOD,,10,,OPERATIONS OFFICER,a001H00000k7FkTQAU,4,false,2200000,2860000,3718000,1100000,56,Singapore,2018-06-14T17:33:02.000Z,2019-04-03,880000,6.6,A,High,a001H00000k7FkTQAU,2017-08-21,-30400000,2,Project 255,SC,Received,Lethality,220000,82,,Design,2021-07-05T16:57:16.000Z
a011H00000W6mNUQAZ,0031H00001rEklrQAC,Aerospace Engineer,Contractor,IAN,0031H00001rEklrQAC,GALBRAITH,IAN GALBRAITH,,05,,"CHIEF OF SECURITY, PLANS AND OPERATIONS",a001H00000k7FkUQAU,4,false,72000000,93600000,121680000,50400000,29,Belgium,2018-06-14T17:33:02.000Z,2018-11-10,21600000,6.2,C,High,a001H00000k7FkUQAU,2017-08-30,-77800000,1,Project 256,GVSC,Order Created,Basic Research,,87,,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mNVQAZ,0031H00001rEklsQAC,Computer Engineer,Contractor,CRAIG,0031H00001rEklsQAC,HODGES,CRAIG HODGES,,05,,USEUCOM  LIAISON,a001H00000k7FkVQAU,2,false,48300000,62790000,81627000,4830000,67,Qatar,2018-06-14T17:33:02.000Z,2019-12-08,24150000,6.4,A,High,a001H00000k7FkVQAU,2017-01-20,3900000,3,Project 257,ARL,Review in Process,C3I,19320000,78,,Deployed,2021-04-19T12:50:32.000Z
a011H00000W6mNWQAZ,0031H00001rEkltQAC,Mechanical Engineer,Contractor,JOSEPH,0031H00001rEkltQAC,HOWARD,JOSEPH HOWARD,,20,,"SENIOR ENL LEADER,  EURO & AFRICA",a001H00000k7FkWQAU,2,false,63000000,81900000,106470000,37800000,66,Bahrain,2018-06-14T17:33:02.000Z,2019-04-08,12600000,6.1,A,High,a001H00000k7FkWQAU,2017-05-16,-84700000,1,Project 258,ARL,Quote Approved,Lethality,12600000,95,,Requirement,2021-04-19T12:50:32.000Z
a011H00000W6mNXQAZ,0031H00001rEkluQAC,Electrical Engineer,Contractor,BRIAN,0031H00001rEkluQAC,JORGENSEN,BRIAN JORGENSEN,,10,,LEAD JOINT OPERATIONS OFFICER,a001H00000k7FkXQAU,2,false,33900000,44070000,57291000,10170000,72,Turkey,2018-06-14T17:33:02.000Z,2020-03-20,20340000,6.3,C,High,a001H00000k7FkXQAU,2017-02-19,-27700000,1,Project 259,GVSC,Quote Approved,Ground Maneuver,3390000,93,,Requirement,2021-07-01T18:40:47.000Z
a011H00000W6mNYQAZ,0031H00001rEklvQAC,Aerospace Engineer,Contractor,JEFFREY,0031H00001rEklvQAC,LINGENS,JEFFREY LINGENS,,05,,MILITARY DEPUTY,a001H00000k7FkYQAU,4,false,26200000,34060000,44278000,10480000,51,Puerto Rico,2018-06-14T17:33:02.000Z,2019-05-09,7860000,6.2,B,High,a001H00000k7FkYQAU,2017-12-31,-40000000,2,Project 260,AC,Order Created,Air,7860000,59,,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mNZQAZ,0031H00001rEklwQAC,Chemist,Contractor,JENNIFER,0031H00001rEklwQAC,MARTINEZ,JENNIFER MARTINEZ,,20,,SENIOR HUMAN RESOURCES NCOIC,a001H00000k7FkZQAU,1,false,24000000,31200000,40560000,9600000,36,Qatar,2018-06-14T17:33:02.000Z,2019-04-28,9600000,6.2,A,High,a001H00000k7FkZQAU,2017-09-10,-26000000,4,Project 261,ARL,Order Created,Soldier/Squad,4800000,59,,Testing,2021-04-19T12:50:32.000Z
a011H00000W6mNaQAJ,0031H00001rEklxQAC,Chemist,Contractor,THEODORE,0031H00001rEklxQAC,SHINKLE,THEODORE SHINKLE,,10,,"COMMANDER,  EUROPE AND AFRICA",a001H00000k7FkaQAE,5,false,24300000,31590000,41067000,2430000,62,Belgium,2018-06-14T17:33:02.000Z,2018-11-05,14580000,6.6,C,High,a001H00000k7FkaQAE,2017-12-15,-69400000,2,Project 262,GVSC,Review in Process,Ground Maneuver,7290000,97,,Deployed,2021-07-01T18:40:47.000Z
a011H00000W6mNbQAJ,0031H00001rEklyQAC,Aerospace Engineer,Contractor,VACANT BILLET,0031H00001rEklyQAC,VACANT BILLET,VACANT BILLET VACANT BILLET,,10,,JOINT LOGISTICS OPERATIONS NCO,a001H00000k7FkbQAE,4,false,76700000,99710000,129623000,30680000,28,GBR,2018-06-14T17:33:02.000Z,2018-08-08,23010000,6.3,B,High,a001H00000k7FkbQAE,2017-01-04,-38300000,1,Project 263,AC,New,Soldier/Squad,23010000,63,,Not Started,2021-07-05T16:57:16.000Z
a011H00000W6mNcQAJ,0031H00001rEklzQAC,Mechanical Engineer,Contractor,LEYSHA,0031H00001rEklzQAC,WILLIAMSON,LEYSHA WILLIAMSON,,20,,SENIOR HUMAN RESOURCES NCOIC,a001H00000k7FkcQAE,2,false,89500000,116350000,151255000,62650000,54,Singapore,2018-06-14T17:33:02.000Z,2020-03-31,8950000,6.5,B,High,a001H00000k7FkcQAE,2017-05-26,-30300000,4,Project 264,AC,Order Created,Basic Research,17900000,73,,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mNdQAJ,0031H00001rEkm0QAC,Aerospace Engineer,Contractor,JASON,0031H00001rEkm0QAC,ADAMS,JASON ADAMS,,15,,LOGISTICS & SECURITY NCOIC,a001H00000k7FkdQAE,4,true,48500000,63050000,81965000,9700000,67,Qatar,2018-06-14T17:33:02.000Z,2019-06-21,29100000,6.5,A,High,a001H00000k7FkdQAE,2017-01-15,4600000,2,Project 265,SC,Quote Provided,Lethality,9700000,63,,Development,2021-07-05T16:57:16.000Z
a011H00000W6mNeQAJ,0031H00001rEkm1QAC,Computer Engineer,Contractor,THOMAS,0031H00001rEkm1QAC,BAAH,THOMAS BAAH,,10,,READINESS SUPERINTENDENT,a001H00000k7FkeQAE,4,false,35200000,45760000,59488000,7040000,50,Spain,2018-06-14T17:33:02.000Z,2018-11-07,3520000,6.1,B,High,a001H00000k7FkeQAE,2017-10-17,-37400000,2,Project 266,C5ISRC,Quote Approved,Ground Maneuver,24640000,98,,Requirement,2021-07-05T16:57:16.000Z
a011H00000W6mNfQAJ,0031H00001rEkm2QAC,Chemist,Contractor,RICHARD,0031H00001rEkm2QAC,BELCHER,RICHARD BELCHER,,10,,QUALITY ASSURANCE SPECIALIST/QUALITY AUDITOR,a001H00000k7FkfQAE,3,false,22900000,29770000,38701000,4580000,38,Bahrain,2018-06-14T17:33:02.000Z,2018-12-20,9160000,6.6,B,High,a001H00000k7FkfQAE,2017-02-14,-64500000,3,Project 267,C5ISRC,Quote Provided,Basic Research,9160000,60,,Development,2021-07-05T16:57:16.000Z
a011H00000W6mNgQAJ,0031H00001rEkm3QAC,Physicist,Contractor,SHANE,0031H00001rEkm3QAC,CUELLAR,SHANE CUELLAR,,05,,"COMMANDER,  TROOP SUPPORT EUROPE AND AFRICA",a001H00000k7FkgQAE,3,false,95300000,123890000,161057000,66710000,29,UAE,2018-06-14T17:33:02.000Z,2018-08-30,47650000,6.1,C,High,a001H00000k7FkgQAE,2017-04-15,-40900000,2,Project 268,GVSC,Order Created,Soldier/Squad,-19060000,75,,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mNhQAJ,0031H00001rEkm4QAC,Aerospace Engineer,Contractor,KEVIN,0031H00001rEkm4QAC,DAWSON,KEVIN DAWSON,,05,,SUBSISTENCE PRIME SUPERINTENDENT,a001H00000k7FkhQAE,1,false,72200000,93860000,122018000,14440000,75,South Korea,2018-06-14T17:33:02.000Z,2019-07-31,21660000,6.2,B,High,a001H00000k7FkhQAE,2017-01-01,-80300000,3,Project 269,C5ISRC,Quote Provided,Soldier/Squad,36100000,53,,Development,2021-07-05T16:57:16.000Z
a011H00000W6mNiQAJ,0031H00001rEkm5QAC,Electrical Engineer,Contractor,KENNETH,0031H00001rEkm5QAC,ESCOBAR,KENNETH ESCOBAR,,05,,READINESS SUPERINTENDENT,a001H00000k7FkiQAE,3,false,90500000,117650000,152945000,63350000,58,Italy,2018-06-14T17:33:02.000Z,2019-01-13,27150000,6.1,C,High,a001H00000k7FkiQAE,2017-01-25,-64200000,3,Project 270,GVSC,Quote Provided,Ground Maneuver,,75,,Development,2021-07-01T18:40:47.000Z
a011H00000W6mNjQAJ,0031H00001rEkm6QAC,Electrical Engineer,Contractor,AKIL,0031H00001rEkm6QAC,EXOM,AKIL EXOM,,10,,OPERATIONS NCOIC,a001H00000k7FkjQAE,5,false,85500000,111150000,144495000,59850000,66,GBR,2018-06-14T17:33:02.000Z,2019-08-14,34200000,6.4,E,High,a001H00000k7FkjQAE,2017-11-19,-96900000,2,Project 271,AvMC,New,Ground Maneuver,-8550000,65,,Not Started,2021-07-05T16:56:16.000Z
a011H00000W6mNkQAJ,0031H00001rEkm7QAC,Computer Engineer,Contractor,PROSPERO,0031H00001rEkm7QAC,GATUS,PROSPERO GATUS,,05,,OPERATIONS OFFICER,a001H00000k7FkkQAE,1,false,81100000,105430000,137059000,16220000,56,Belgium,2018-06-14T17:33:02.000Z,2019-06-23,32440000,6.3,D,High,a001H00000k7FkkQAE,2017-09-10,-21700000,4,Project 272,AvMC,Quote Provided,Ground Maneuver,32440000,64,,Development,2021-07-05T16:56:16.000Z
a011H00000W6mNlQAJ,0031H00001rEkm8QAC,Electrical Engineer,Contractor,BLAKE,0031H00001rEkm8QAC,JOHNSON,BLAKE JOHNSON,,20,,OPERATIONS OFFICER,a001H00000k7FklQAE,2,false,65000000,84500000,109850000,32500000,37,Djibouti,2018-06-14T17:33:02.000Z,2018-11-28,32500000,6.1,C,High,a001H00000k7FklQAE,2017-02-20,-98800000,1,Project 273,GVSC,Quote Provided,Ground Maneuver,,50,,Development,2021-07-01T18:40:47.000Z
a011H00000W6mNmQAJ,0031H00001rEkm9QAC,Physicist,Contractor,JEROME,0031H00001rEkm9QAC,MAGEO,JEROME MAGEO,,05,,TRANSPORTATION LOGISTICS NCO,a001H00000k7FkmQAE,3,false,92100000,119730000,155649000,9210000,56,Philippines,2018-06-14T17:33:02.000Z,2019-06-06,46050000,6.3,C,High,a001H00000k7FkmQAE,2017-11-28,-97600000,4,Project 274,GVSC,New,Lethality,36840000,53,,Not Started,2021-07-01T18:40:47.000Z
a011H00000W6mNnQAJ,0031H00001rEkmAQAS,Computer Engineer,Contractor,ROBERT,0031H00001rEkmAQAS,MENZEL,ROBERT MENZEL,,10,,"CHIEF, OPERATIONAL CONTRACTING/DEPUTY CHIEF COMMODI",a001H00000k7FknQAE,5,false,4800000,6240000,8112000,3360000,62,Kuwait,2018-06-14T17:33:02.000Z,2019-03-16,960000,6.5,B,High,a001H00000k7FknQAE,2017-11-03,-40000000,3,Project 275,C5ISRC,Quote Approved,Basic Research,480000,54,,Requirement,2021-07-05T16:57:16.000Z
a011H00000W6mNoQAJ,0031H00001rEkmBQAS,Aerospace Engineer,Contractor,JEMME,0031H00001rEkmBQAS,NEAL,JEMME NEAL,,05,,QUALITY ASSURANCE SPECIALIST/QUALITY AUDITOR,a001H00000k7FkoQAE,5,false,10100000,13130000,17069000,2020000,60,Bahrain,2018-06-14T17:33:02.000Z,2019-07-19,3030000,6.5,A,High,a001H00000k7FkoQAE,2017-03-23,-65500000,2,Project 276,ARL,Received,Soldier/Squad,5050000,61,,Design,2021-04-19T12:50:32.000Z
a011H00000W6mNpQAJ,0031H00001rEkmCQAS,Electrical Engineer,Contractor,JAMES,0031H00001rEkmCQAS,PRATT,JAMES PRATT,,10,,"CHIEF, FOOD SAFETY & QUALITY ASSURANCE",a001H00000k7FkpQAE,2,false,72400000,94120000,122356000,43440000,53,UAE,2018-06-14T17:33:02.000Z,2018-10-09,36200000,6.3,C,High,a001H00000k7FkpQAE,2017-02-19,-46100000,2,Project 277,GVSC,Quote Approved,Basic Research,-7240000,86,,Requirement,2021-07-01T18:40:47.000Z
a011H00000W6mNqQAJ,0031H00001rEkmDQAS,Aerospace Engineer,Contractor,SHERDRICK,0031H00001rEkmDQAS,RANKIN,SHERDRICK RANKIN,,20,,"COMMANDER,  TROOP SUPPORT EUROPE AND AFRICA",a001H00000k7FkqQAE,2,false,52800000,68640000,89232000,21120000,68,Japan,2018-06-14T17:33:02.000Z,2020-02-26,21120000,6.4,B,High,a001H00000k7FkqQAE,2017-08-06,-65000000,4,Project 278,C5ISRC,Received,Basic Research,10560000,78,,Design,2021-07-05T16:57:16.000Z
a011H00000W6mNrQAJ,0031H00001rEkmEQAS,Computer Engineer,Contractor,MANUEL,0031H00001rEkmEQAS,TAVERAS,MANUEL TAVERAS,,15,,VETERINARY SERVICES NCO,a001H00000k7FkrQAE,4,false,60800000,79040000,102752000,24320000,46,Germany,2018-06-14T17:33:02.000Z,2018-08-15,12160000,6.5,A,High,a001H00000k7FkrQAE,2017-06-01,-56300000,2,Project 279,SC,Quote Provided,Lethality,24320000,75,,Development,2021-07-05T16:57:16.000Z
a011H00000W6mNsQAJ,0031H00001rEkmFQAS,Electrical Engineer,Contractor,BRUCE,0031H00001rEkmFQAS,KONG,BRUCE KONG,,05,,COMMANDER,a001H00000k7FksQAE,1,true,76100000,98930000,128609000,7610000,46,Philippines,2018-06-14T17:33:02.000Z,2018-12-30,15220000,6.1,C,High,a001H00000k7FksQAE,2017-11-28,-4400000,1,Project 280,GVSC,Review in Process,C3I,53270000,53,,Deployed,2021-07-01T18:40:47.000Z
a011H00000W6mNtQAJ,0031H00001rEkmGQAS,Aerospace Engineer,Contractor,DENNIS,0031H00001rEkmGQAS,LEE,DENNIS LEE,,05,,PLANS & OPERATIONS NCO,a001H00000k7FktQAE,5,false,18800000,24440000,31772000,3760000,73,Turkey,2018-06-14T17:33:02.000Z,2018-09-23,11280000,6.1,C,High,a001H00000k7FktQAE,2017-09-23,7600000,1,Project 281,GVSC,Order Created,Lethality,3760000,51,,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mNuQAJ,0031H00001rEkmHQAS,Electrical Engineer,Contractor,ANDRE,0031H00001rEkmHQAS,FIELDS,ANDRE FIELDS,,20,,"CHIEF, GUAM AREA OFFICE",a001H00000k7FkuQAE,3,false,72700000,94510000,122863000,7270000,48,Afghanistan,2018-06-14T17:33:02.000Z,2019-12-27,36350000,6.6,D,High,a001H00000k7FkuQAE,2017-02-26,-70200000,3,Project 282,CBC,Order Created,Basic Research,29080000,82,,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mNvQAJ,0031H00001rEkmIQAS,Mechanical Engineer,Contractor,STEVEN,0031H00001rEkmIQAS,PETERS,STEVEN PETERS,,05,,"CHIEF, GUAM AREA OFFICE",a001H00000k7FkvQAE,1,false,94300000,122590000,159367000,47150000,61,Philippines,2018-06-14T17:33:02.000Z,2018-07-28,47150000,6.3,C,High,a001H00000k7FkvQAE,2017-09-14,-77900000,2,Project 283,GVSC,Received,Soldier/Squad,,85,,Design,2021-07-01T18:40:47.000Z
a011H00000W6mNwQAJ,0031H00001rEkmJQAS,Electrical Engineer,Contractor,ERIC,0031H00001rEkmJQAS,PAHNKE,ERIC PAHNKE,,10,,CHIEF OF OPERATIONS,a001H00000k7FkwQAE,5,false,53500000,69550000,90415000,10700000,25,Spain,2018-06-14T17:33:02.000Z,2019-02-23,26750000,6.3,B,High,a001H00000k7FkwQAE,2017-05-28,-64000000,2,Project 284,C5ISRC,Order Created,Lethality,16050000,99,,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mNxQAJ,0031H00001rEkmKQAS,Computer Engineer,Contractor,DARIAN,0031H00001rEkmKQAS,ALLEN,DARIAN ALLEN,,10,,DIRECT MAT INVENTORY & SHOP STORES SUPV,a001H00000k7FkxQAE,3,false,83100000,108030000,140439000,16620000,29,Japan,2018-06-14T17:33:02.000Z,2019-08-31,24930000,6.6,B,High,a001H00000k7FkxQAE,2017-04-28,-13500000,4,Project 285,C5ISRC,Received,Lethality,41550000,63,,Design,2021-07-05T16:57:16.000Z
a011H00000W6mNyQAJ,0031H00001rEkmLQAS,Electrical Engineer,Contractor,SEAN,0031H00001rEkmLQAS,ANDREWS,SEAN ANDREWS,,10,,"COMMANDER,  DISTRIBUTION PEARL HARBOR",a001H00000k7FkyQAE,5,false,83200000,108160000,140608000,33280000,30,Italy,2018-06-14T17:33:02.000Z,2018-09-27,49920000,6.2,C,High,a001H00000k7FkyQAE,2017-03-19,-80500000,4,Project 286,GVSC,Order Created,C3I,,83,,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mNzQAJ,0031H00001rEkmMQAS,Aerospace Engineer,Contractor,CHRISTOPHER,0031H00001rEkmMQAS,BAILEY,CHRISTOPHER BAILEY,,10,,OPERATIONS SUPERINTENDENT,a001H00000k7FkzQAE,2,false,56100000,72930000,94809000,28050000,46,Spain,2018-06-14T17:33:02.000Z,2020-05-17,22440000,6.3,C,High,a001H00000k7FkzQAE,2017-02-05,-80100000,4,Project 287,GVSC,Quote Provided,Basic Research,5610000,66,,Development,2021-07-01T18:40:47.000Z
a011H00000W6mO0QAJ,0031H00001rEkmNQAS,Physicist,Contractor,WILHELM,0031H00001rEkmNQAS,CAPATI,WILHELM CAPATI,,05,,AVIATION STOREKEEPER,a001H00000k7Fl0QAE,3,false,30800000,40040000,52052000,9240000,71,Puerto Rico,2018-06-14T17:33:02.000Z,2018-09-26,15400000,6.6,D,High,a001H00000k7Fl0QAE,2017-05-15,-81500000,2,Project 288,CBC,Quote Approved,Basic Research,6160000,70,,Requirement,2021-07-05T16:57:16.000Z
a011H00000W6mO1QAJ,0031H00001rEkmOQAS,Aerospace Engineer,Contractor,KAMERON,0031H00001rEkmOQAS,CHINN,KAMERON CHINN,,05,,INVENTORY & WAREHOUSE SPECIALIST,a001H00000k7Fl1QAE,5,false,93900000,122070000,158691000,28170000,48,Turkey,2018-06-14T17:33:02.000Z,2018-11-08,56340000,6.2,D,High,a001H00000k7Fl1QAE,2017-01-05,-34400000,2,Project 289,AvMC,Review in Process,Lethality,9390000,50,,Deployed,2021-07-05T16:56:16.000Z
a011H00000W6mO2QAJ,0031H00001rEkmPQAS,Aerospace Engineer,Contractor,CAMILLA,0031H00001rEkmPQAS,DICKSON,CAMILLA DICKSON,,20,,AVIATION STOREKEEPER,a001H00000k7Fl2QAE,1,false,66800000,86840000,112892000,13360000,58,Cuba,2018-06-14T17:33:02.000Z,2020-03-02,13360000,6.2,E,High,a001H00000k7Fl2QAE,2017-08-13,2900000,2,Project 290,AvMC,Received,Basic Research,40080000,65,,Design,2021-07-05T16:56:16.000Z
a011H00000W6mO3QAJ,0031H00001rEkmQQAS,Mechanical Engineer,Contractor,ERGYS,0031H00001rEkmQQAS,DRANGU,ERGYS DRANGU,,20,,INVENTORY & WAREHOUSE SPECIALIST,a001H00000k7Fl3QAE,5,false,19000000,24700000,32110000,5700000,74,Kuwait,2018-06-14T17:33:02.000Z,2019-12-14,3800000,6.3,D,High,a001H00000k7Fl3QAE,2017-02-27,-73200000,4,Project 291,CBC,Quote Provided,Ground Maneuver,9500000,61,,Development,2021-07-05T16:57:16.000Z
a011H00000W6mO4QAJ,0031H00001rEkmRQAS,Electrical Engineer,Contractor,CARSTEN,0031H00001rEkmRQAS,FOSTER,CARSTEN FOSTER,,10,,DIRECT MATERIAL INVENTORY & SHOP STORES SUPV,a001H00000k7Fl4QAE,5,false,95000000,123500000,160550000,9500000,45,Djibouti,2018-06-14T17:33:02.000Z,2020-01-04,9500000,6.5,C,High,a001H00000k7Fl4QAE,2017-10-06,-43800000,2,Project 292,GVSC,Order Created,Basic Research,76000000,52,,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mO5QAJ,0031H00001rEkmSQAS,Chemist,Contractor,BRIANNA,0031H00001rEkmSQAS,GLYNN,BRIANNA GLYNN,,05,,AVIATION STOREKEEPER,a001H00000k7Fl5QAE,3,false,55000000,71500000,92950000,27500000,44,Kuwait,2018-06-14T17:33:02.000Z,2019-07-20,11000000,6.6,C,High,a001H00000k7Fl5QAE,2017-06-09,-90400000,4,Project 293,GVSC,Quote Provided,Lethality,16500000,100,,Development,2021-07-01T18:40:47.000Z
a011H00000W6mO6QAJ,0031H00001rEkmTQAS,Electrical Engineer,Contractor,SUZETTE,0031H00001rEkmTQAS,GREEN,SUZETTE GREEN,,05,,THEATER CONSOLIDATION & SHIPPING PT SUPERVISOR,a001H00000k7Fl6QAE,2,false,76500000,99450000,129285000,15300000,65,Puerto Rico,2018-06-14T17:33:02.000Z,2019-07-18,22950000,6.2,B,Medium,a001H00000k7Fl6QAE,2017-03-01,-24400000,2,Project 294,C5ISRC,Order Created,C3I,38250000,73,,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mO7QAJ,0031H00001rEkmUQAS,Mechanical Engineer,Contractor,MICHAEL,0031H00001rEkmUQAS,MANALO,MICHAEL MANALO,,20,,OPERATIONS SUPERINTENDENT,a001H00000k7Fl7QAE,4,false,73500000,95550000,124215000,51450000,69,Puerto Rico,2018-06-14T17:33:02.000Z,2018-09-09,29400000,6.2,D,Medium,a001H00000k7Fl7QAE,2017-08-03,-1200000,4,Project 295,CBC,Received,Air,-7350000,52,,Design,2021-07-05T16:57:16.000Z
a011H00000W6mO8QAJ,0031H00001rEkmVQAS,Electrical Engineer,Contractor,GREGORY,0031H00001rEkmVQAS,PALMER,GREGORY PALMER,,20,,OFFICER IN CHARGE,a001H00000k7Fl8QAE,2,false,67400000,87620000,113906000,33700000,60,Belgium,2018-06-14T17:33:02.000Z,2019-09-01,13480000,6.2,B,Medium,a001H00000k7Fl8QAE,2017-02-02,-8100000,2,Project 296,C5ISRC,Order Created,Soldier/Squad,20220000,62,,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mO9QAJ,0031H00001rEkmWQAS,Physicist,Contractor,MARTIN,0031H00001rEkmWQAS,PANGANIBAN,MARTIN PANGANIBAN,,10,,DIRECT MAT INVENTORY & SHOP STORES SUPV,a001H00000k7Fl9QAE,4,false,70500000,91650000,119145000,49350000,50,Bahrain,2018-06-14T17:33:02.000Z,2018-08-15,21150000,6.1,B,Medium,a001H00000k7Fl9QAE,2017-12-30,-95700000,2,Project 297,C5ISRC,Review in Process,Ground Maneuver,,67,,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6mOAQAZ,0031H00001rEkmXQAS,Chemist,Contractor,WILLIAM,0031H00001rEkmXQAS,SHIELDS,WILLIAM SHIELDS,,05,,OPERATIONS DIV CHIEF,a001H00000k7FlAQAU,3,false,8700000,11310000,14703000,870000,56,Italy,2018-06-14T17:33:02.000Z,2019-05-03,4350000,6.4,B,Medium,a001H00000k7FlAQAU,2017-08-06,-59200000,1,Project 298,C5ISRC,New,Lethality,3480000,79,,Not Started,2021-07-05T16:57:16.000Z
a011H00000W6mOBQAZ,0031H00001rEkmYQAS,Electrical Engineer,Contractor,CAMILO,0031H00001rEkmYQAS,VALLE,CAMILO VALLE,,20,,LOGISTICS SPECIALIST,a001H00000k7FlBQAU,2,false,32100000,41730000,54249000,12840000,71,Bahrain,2018-06-14T17:33:02.000Z,2019-12-24,3210000,6.6,B,Medium,a001H00000k7FlBQAU,2017-03-16,-79900000,2,Project 299,C5ISRC,Order Created,Ground Maneuver,16050000,78,,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mOCQAZ,0031H00001rEkmZQAS,Electrical Engineer,Contractor,JACKQUELINE,0031H00001rEkmZQAS,BURNS,JACKQUELINE BURNS,,20,,OPERATIONS/PETROLEUM LOGISTICS OFFICER,a001H00000k7FlCQAU,3,false,16300000,21190000,27547000,4890000,54,GBR,2018-06-14T17:33:02.000Z,2019-04-21,8150000,6.5,A,Medium,a001H00000k7FlCQAU,2017-04-23,-36300000,2,Project 300,ARL,Quote Provided,Lethality,3260000,74,,Development,2021-04-19T12:50:32.000Z
a011H00000W6mODQAZ,0031H00001rEkmaQAC,Chemist,Contractor,CYNTHIA,0031H00001rEkmaQAC,RODRIGUEZ,CYNTHIA RODRIGUEZ,,10,,OPERATIONS PETROLEUM LOG OFFICER,a001H00000k7FlDQAU,4,false,78800000,102440000,133172000,23640000,45,Djibouti,2018-06-14T17:33:02.000Z,2019-06-14,47280000,6.2,C,Medium,a001H00000k7FlDQAU,2017-05-17,7400000,1,Project 301,GVSC,Order Created,Air,7880000,87,,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mOEQAZ,0031H00001rEkmbQAC,Chemist,Contractor,VACANT BILLET,0031H00001rEkmbQAC,VACANT BILLET,VACANT BILLET VACANT BILLET,,05,,"COMMANDER,  ENERGY PACIFIC",a001H00000k7FlEQAU,2,false,3200000,4160000,5408000,640000,52,Puerto Rico,2018-06-14T17:33:02.000Z,2020-02-12,640000,6.1,C,Medium,a001H00000k7FlEQAU,2017-09-30,-51000000,4,Project 302,GVSC,Quote Provided,Lethality,1920000,85,,Development,2021-07-01T18:40:47.000Z
